2025-10-10T08:37:07.027277,document_119177.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:37:24.481101,document_6803.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:37:24.481676,document_11733.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:38:47.676048,document_49050.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:39:03.579147,document_11105.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:39:17.800432,document_66261.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:39:33.856767,document_12465.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:39:50.378041,document_25187.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:39:50.378583,document_463.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:40:08.191863,document_38773.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:40:43.382117,document_78273.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:41:15.075632,document_31336.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:41:32.947179,document_81846.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:45:20.297368,document_16227.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:45:43.305633,document_2867.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:46:02.652300,document_15300.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:46:17.193762,document_109413.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:46:35.838351,document_50497.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:46:47.844394,document_57317.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:47:02.057526,document_10431.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:47:02.059174,document_7269.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:47:15.064452,document_65855.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:47:30.045006,document_90176.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:47:47.473719,document_55975.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:47:47.474119,document_113094.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:47:58.060422,document_101909.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:47:58.060801,document_6937.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:48:35.759894,document_35891.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:48:57.040902,document_7152.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:49:14.472511,document_39229.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:49:32.847192,document_66912.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:49:32.847556,document_104544.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:49:49.948231,document_13399.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:50:06.879899,document_47597.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:50:16.713581,document_73452.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:50:33.770251,document_8500.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:50:52.247172,document_21929.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:50:52.249328,document_9154.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:51:04.791531,document_53300.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:51:22.112140,document_48179.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:51:38.708192,document_91141.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:51:55.790895,document_31641.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:51:55.791466,document_7983.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:52:13.008171,document_25048.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:52:30.085434,document_8476.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:56:37.921981,document_14631.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:56:55.779883,document_45178.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:57:13.466447,document_50081.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:57:31.578020,document_45575.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:57:49.330702,document_76841.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:58:18.490854,document_28378.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:58:47.023325,document_689.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:58:47.023787,document_100964.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:58:57.843463,document_10119.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:59:16.157621,document_48601.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:59:16.157992,document_117071.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX). Pulando arquivo.
2025-10-10T08:59:29.158594,document_101080.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T08:59:42.715062,document_26853.json,Gemma 3-4B (MLX),success,Schema generated successfully
2025-10-10T09:03:12.201937,document_50057.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:12.332216,document_107588.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:12.459251,document_115.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:12.462285,document_9575.json,Qwen 2.5-Coder 14B (MLX),failed,Falha ao carregar o modelo Qwen 2.5-Coder 14B (MLX).
2025-10-10T09:03:12.588292,document_89718.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:12.716338,document_103337.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:12.844920,document_13227.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:12.970184,document_98208.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:13.095392,document_82420.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:13.229049,document_80877.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:13.354009,document_7188.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
2025-10-10T09:03:13.479556,document_80990.json,Gemma 3-4B (MLX),failed,generate_step() got an unexpected keyword argument 'temp'
